"","time","meanX","meanY","meanZ","sdX","sdY","sdZ","sdT","energyX","energyY","energyZ","energyT","lat","lon"
"39",282.275,0.500916225748206,0.787338647317927,0.227461727770931,0.116723976111297,0.141593816337945,0.241248968285335,0.303107835799593,0.585704107797392,0.61234917597376,0.798964088651671,1.16463059815612,50.9004026241135,-1.40472857446809
"40",289.728,0.492565889349624,0.821443069125975,-0.188886001065615,0.0638839632494925,0.0849983779189122,0.281442491494732,0.300858373704425,0.528330825817563,0.685110093266616,1.19569381084337,1.47587024859708,50.8998726524823,-1.40436153900709
"41",297.155,0.43281014870491,0.875349353393843,0.050046469378001,0.10361248465056,0.0878827953361548,0.160515217674296,0.210295192043436,0.656811087064756,0.787912518695945,1.23180399132409,1.60298097750751,50.8995853829787,-1.40397095035461
"42",304.555,0.577100189868895,0.732806295834503,0.288536800873827,0.0679043375199754,0.079933495087715,0.194813316114628,0.221252323889587,0.545238644699326,0.626035235794163,0.901928926323389,1.22583893080138,50.8992236241135,-1.40376178723404
"43",311.941,0.48821208905054,0.851048637696461,0.0668740419497426,0.0779281371101662,0.0771492480068527,0.0463404711084023,0.119047218716072,0.656742185061235,0.771280373236885,0.363900459116108,1.07638620203176,50.8990865602837,-1.403233
"44",319.314,0.392236556161413,0.917834310515626,0.0420167748318454,0.0737150265380491,0.0507631873183658,0.0143316729423101,0.0906432742874513,0.407287788251158,0.385311033763684,0.139785441660252,0.577830342660119,50.8989967021277,-1.40246072340426
"45",326.714,0.545441770999417,0.823428642661007,0.0578560325892989,0.0557445814218965,0.0385587935289291,0.0105611531031413,0.0685986652288295,0.355524171996209,0.230424740511315,0.0811170464737415,0.431361765971348,50.8990028865248,-1.40190304964539
"46",334.102,0.555396087525351,0.765065691132224,-0.275658340514219,0.103522892941106,0.0833280314371221,0.247310132757544,0.280754077353537,0.701637373809369,0.758108321848451,0.913214840536591,1.378761972553,50.8990427801418,-1.4015435177305
"47",341.53,0.484307463755534,0.873697021831422,-0.00851461975825219,0.0878075805593274,0.101519373796479,0.0444750886621998,0.141401513327201,0.637596229881899,1.02756422176658,0.421693423352435,1.28071953429042,50.8988010638298,-1.40127146099291
"48",348.981,0.365696937929431,0.886186787455838,0.152639303370194,0.199089440457189,0.160071861798001,0.190584544351063,0.318719429571743,0.885686870008442,1.10857488454925,1.03132258068314,1.75413961011821,50.8980577446808,-1.40137821276596
"49",356.427,0.504304455617485,0.815824052725746,0.157660990843512,0.110275741164495,0.119149753491889,0.160328561487486,0.228172413922462,0.668317931047433,0.945206037164916,1.03466405798429,1.55260845757617,50.8975579007092,-1.40126170921986
"50",363.838,0.541175525031522,0.82309736020895,0.108616235102106,0.060663592860349,0.0587248422925724,0.0698776953464438,0.109597312503291,0.47920505499503,0.56344931131001,0.522924987274605,0.90584940992676,50.8972955531915,-1.40068666666667
"51",371.231,0.372159775555781,0.9008831467734,0.188067554932694,0.0579010957793359,0.0574768855643816,0.0254630259487021,0.0854663381518895,0.365858688020037,0.493922144875923,0.252576217465151,0.664534732295896,50.8970835390071,-1.39993265248227
"52",378.624,0.512819020649938,0.821752980054801,0.18972925150793,0.0969054287231701,0.0603352109368993,0.014027783159514,0.115012079779438,0.605884424477035,0.378800491216221,0.12658102973042,0.725677962361495,50.896875,-1.39928265248227
"53",386.001,0.600637861691138,0.763919238000772,0.182781765445025,0.0899742302206719,0.0644459104364988,0.0459952556025429,0.119850744735838,0.640352028386939,0.568777668740134,0.283090292257259,0.902052587317962,50.8967551631206,-1.39895870212766
"54",393.401,0.415621890205543,0.866573133703516,-0.0029790783250494,0.0624357065224495,0.075862340683603,0.318855292340594,0.333649531149915,0.583639067177131,0.771186898573527,1.17471799693417,1.52161958635786,50.8969664539007,-1.39838934042553
"55",400.792,0.48063359511368,0.799971389383987,0.283053597398335,0.0561754902254532,0.0913370298066082,0.237474405373235,0.260561378418473,0.417579768180781,0.650061937116063,0.825965340076872,1.13100491948059,50.8968697446808,-1.3974840141844
"56",408.167,0.260535675526666,0.968591184220617,0.0814452303933122,0.0910156144100812,0.10385666596945,0.0489768253046951,0.146522280045259,0.649990642427645,1.00915139950635,0.489766565715433,1.29643575670444,50.8966631134752,-1.39655790780142
"57",415.521,0.427810983707395,0.887002786771958,0.0970839784323128,0.00705688972360875,0.0053657256823688,0.0056143038411895,0.0104933842153426,0.0662580639060273,0.0526245086573409,0.0523022296211523,0.0994735802479507,50.8966113404255,-1.39546110638298
"58",422.932,0.438443254783268,0.879978286066247,0.0983515300203793,0.0261257019255398,0.018150864347029,0.00987768084401582,0.0333102800423929,0.246783248603188,0.186204578321329,0.0959199031007426,0.323689271663153,50.8966467092199,-1.39479030496454
"59",430.332,0.484647293852866,0.862530326655937,-0.0772403035351054,0.0725131710927285,0.0664502295766227,0.179377855659107,0.204573234059514,0.537494096358564,0.675213068648031,0.827891293369801,1.19591662975766,50.8966561134752,-1.39448415602837
"60",437.767,0.459289571889518,0.872130592086871,0.0553593656999352,0.0661352836168202,0.0765144326619999,0.0997859907389747,0.142075958882647,0.596936947169763,0.781107910629218,0.581012048939249,1.1419449583743,50.8965645531915,-1.39443097163121
"61",445.164,0.421299060383591,0.902646636785737,0.0048525223086152,0.067976539209021,0.109295107984127,0.0526862502351064,0.139075776021325,0.640290999429955,1.03314291883004,0.426082932735521,1.28798428571476,50.8963136170213,-1.39425111347518
"62",452.545,0.188243114145004,0.96837793507855,-0.0895565211039198,0.123395678134154,0.100252148270323,0.11362093361902,0.195414183649653,0.865809570151781,0.95208812524415,0.701520832336166,1.46568396600323,50.8958182765957,-1.39397443971631
